CustomerID,Age,Gender,AnnualIncome,SpendingScore,ProductCategory,Membership,PurchaseFrequency,SatisfactionScore
30523,29,Female,60142,36,Electronics,Silver,18,3
30524,52,Female,37830,39,Groceries,Silver,14,5
30525,51,Female,139162,74,Electronics,Silver,11,4
30526,33,Female,50484,57,Home Decor,Platinum,15,3
30527,53,Male,147167,77,Fashion,Silver,13,5
30528,19,Female,139312,31,Electronics,Gold,8,5
30529,29,Female,91365,25,Electronics,Silver,7,1
30530,44,Female,85517,21,Electronics,Silver,8,1
30531,34,Female,132237,8,Home Decor,Platinum,13,1
30532,37,Male,20536,8,Fashion,Basic,13,4
30533,38,Female,120425,18,Fashion,Gold,11,3
30534,47,Male,111597,17,Books,Silver,9,5
30535,59,Female,52786,39,Home Decor,Silver,12,3
30536,37,Male,32147,74,Home Decor,Gold,12,1
30537,25,Male,140586,12,Books,Basic,4,5
30538,35,Male,125503,54,Books,Basic,6,3
30539,35,Female,81705,69,Fashion,Basic,7,4
30540,35,Female,65294,20,Electronics,Silver,9,1
30541,19,Male,81153,42,Books,Platinum,6,3
30542,29,Male,63634,96,Electronics,Gold,13,5
30543,49,Male,142411,37,Home Decor,Gold,11,1
30544,59,Male,120852,98,Home Decor,Gold,9,2
30545,25,Male,124540,27,Electronics,Platinum,7,5
30546,68,Female,36988,71,Electronics,Silver,9,2
30547,27,Female,55029,16,Home Decor,Silver,9,4
30548,28,Male,83345,15,Electronics,Platinum,10,2
30549,31,Female,130925,61,Books,Silver,11,4
30550,43,Female,75226,60,Groceries,Platinum,8,4
30551,64,Female,73505,1,Groceries,Silver,8,4
30552,47,Female,137003,18,Fashion,Platinum,17,1
30553,59,Female,75381,83,Electronics,Basic,10,4
30554,21,Male,56416,89,Books,Gold,8,2
30555,56,Female,97553,56,Electronics,Basic,11,1
30556,28,Female,106603,65,Fashion,Silver,8,5
30557,41,Female,99870,96,Books,Platinum,12,4
30558,39,Female,144235,96,Home Decor,Silver,7,4
30559,20,Female,108643,41,Home Decor,Platinum,11,3
30560,54,Female,125232,10,Groceries,Silver,9,3
30561,19,Female,99028,57,Books,Basic,9,1
30562,29,Female,100111,31,Home Decor,Basic,5,5
30563,38,Female,26546,21,Electronics,Gold,8,3
30564,22,Male,30873,1,Books,Gold,9,5
30565,24,Male,144288,88,Home Decor,Platinum,9,5
30566,21,Female,135251,33,Fashion,Gold,7,1
30567,60,Female,74800,90,Groceries,Silver,17,3
30568,58,Male,37377,87,Electronics,Platinum,9,3
30569,53,Female,38666,19,Electronics,Silver,15,2
30570,39,Male,20953,18,Books,Gold,12,4
30571,46,Male,145382,46,Books,Platinum,6,5
30572,26,Male,114525,97,Electronics,Gold,5,4
30573,43,Male,132032,11,Home Decor,Silver,7,4
30574,29,Female,102757,75,Fashion,Basic,8,2
30575,65,Male,43859,96,Books,Silver,8,4
30576,18,Female,69759,99,Groceries,Basic,7,4
30577,25,Female,133371,56,Fashion,Basic,14,3
30578,50,Female,70532,29,Fashion,Silver,13,4
30579,69,Male,26975,3,Groceries,Basic,12,1
30580,68,Male,39292,19,Books,Silver,13,5
30581,21,Male,117850,68,Electronics,Basic,8,1
30582,31,Female,47754,99,Electronics,Silver,10,4
30583,46,Female,60413,35,Fashion,Basic,12,3
30584,31,Male,65077,45,Fashion,Silver,6,3
30585,26,Female,142692,11,Fashion,Platinum,9,3
30586,26,Male,47612,83,Fashion,Platinum,10,1
30587,43,Male,41377,50,Groceries,Platinum,8,1
30588,66,Female,73705,52,Books,Platinum,11,1
30589,64,Female,76365,25,Electronics,Gold,13,4
30590,59,Male,125939,84,Electronics,Gold,9,2
30591,34,Male,65046,85,Groceries,Basic,11,4
30592,58,Female,130525,75,Home Decor,Gold,15,4
30593,21,Female,33363,16,Electronics,Basic,8,1
30594,63,Female,141588,26,Groceries,Basic,11,3
30595,20,Female,123889,74,Fashion,Gold,12,4
30596,46,Male,74956,71,Electronics,Platinum,9,2
30597,42,Male,148892,5,Home Decor,Basic,7,2
30598,38,Male,34434,1,Groceries,Platinum,8,5
30599,29,Male,67284,30,Groceries,Basic,9,5
30600,18,Male,70211,24,Electronics,Basic,8,2
30601,18,Male,70610,20,Fashion,Gold,13,5
30602,62,Male,44081,91,Books,Platinum,5,2
30603,63,Male,147499,49,Electronics,Gold,17,5
30604,65,Female,23384,15,Electronics,Basic,14,4
30605,24,Female,99473,89,Home Decor,Gold,10,1
30606,27,Male,110541,47,Books,Gold,8,4
30607,32,Female,119544,38,Fashion,Platinum,9,2
30608,57,Male,92675,71,Groceries,Silver,14,5
30609,28,Male,142239,97,Groceries,Silver,7,2
30610,63,Female,74249,11,Groceries,Silver,9,2
30611,62,Male,117320,45,Electronics,Basic,14,4
30612,40,Female,23960,13,Home Decor,Platinum,9,5
30613,30,Male,115993,48,Books,Gold,8,3
30614,44,Male,43156,55,Books,Platinum,11,3
30615,58,Female,56342,4,Electronics,Platinum,11,4
30616,34,Female,134707,30,Fashion,Silver,7,1
30617,67,Male,98971,48,Fashion,Gold,14,4
30618,68,Female,129167,99,Books,Basic,9,3
30619,30,Female,20714,85,Books,Basic,10,3
30620,29,Female,141977,67,Electronics,Gold,15,2
30621,46,Female,106163,70,Books,Gold,13,5
30622,38,Female,53376,56,Home Decor,Silver,8,1
30623,37,Male,99497,45,Fashion,Platinum,11,1
30624,37,Male,98909,3,Home Decor,Basic,11,3
30625,48,Female,82527,16,Electronics,Basic,16,5
30626,25,Female,64248,11,Groceries,Silver,10,5
30627,41,Male,125161,52,Electronics,Platinum,12,1
30628,28,Female,53815,72,Electronics,Gold,7,2
30629,56,Female,96584,90,Groceries,Silver,6,3
30630,50,Female,126912,51,Books,Basic,11,1
30631,59,Male,131009,10,Groceries,Silver,8,3
30632,32,Male,85466,97,Books,Gold,12,3
30633,21,Male,95470,34,Fashion,Platinum,6,5
30634,18,Female,93703,93,Home Decor,Basic,5,5
30635,49,Female,39287,83,Fashion,Gold,7,5
30636,28,Male,73070,25,Fashion,Silver,14,5
30637,47,Female,109840,22,Fashion,Platinum,14,3
30638,54,Female,142505,91,Fashion,Platinum,12,3
30639,36,Female,129316,15,Fashion,Basic,9,1
30640,68,Male,84469,53,Groceries,Basic,8,5
30641,53,Female,93380,91,Fashion,Platinum,8,3
30642,51,Male,140181,17,Fashion,Platinum,10,2
30643,24,Female,88894,1,Electronics,Basic,12,3
30644,62,Female,69814,7,Electronics,Platinum,15,4
30645,37,Female,38174,41,Electronics,Gold,13,2
30646,29,Male,81962,83,Fashion,Basic,11,4
30647,49,Female,92777,61,Fashion,Gold,7,2
30648,19,Female,30101,53,Groceries,Platinum,16,5
30649,39,Male,135682,81,Fashion,Gold,6,5
30650,58,Female,68789,7,Books,Platinum,10,1
30651,65,Female,76552,32,Electronics,Silver,6,1
30652,57,Female,100245,39,Home Decor,Platinum,17,2
30653,41,Male,28149,89,Electronics,Basic,13,4
30654,67,Male,100164,25,Groceries,Silver,16,4
30655,48,Male,28730,81,Groceries,Basic,16,5
30656,21,Female,111136,11,Fashion,Basic,14,2
30657,41,Female,110558,20,Books,Basic,11,1
30658,60,Male,79012,36,Fashion,Silver,12,4
30659,34,Male,123434,61,Electronics,Basic,9,5
30660,57,Male,141568,38,Home Decor,Basic,10,3
30661,36,Male,122735,6,Fashion,Platinum,13,2
30662,57,Male,26567,67,Groceries,Platinum,2,3
30663,55,Male,121853,45,Home Decor,Silver,10,2
30664,51,Male,115771,27,Fashion,Basic,12,2
30665,64,Female,100156,67,Home Decor,Basic,13,5
30666,50,Female,132783,10,Groceries,Gold,8,3
30667,23,Male,71072,10,Groceries,Silver,13,2
30668,68,Female,37726,55,Fashion,Platinum,11,1
30669,53,Male,137763,31,Fashion,Basic,11,4
30670,30,Female,102482,6,Fashion,Platinum,11,3
30671,64,Female,80515,24,Fashion,Platinum,10,5
30672,26,Male,31645,79,Electronics,Gold,13,5
30673,52,Female,141532,79,Books,Platinum,12,4
30674,51,Female,110193,3,Fashion,Platinum,7,3
30675,33,Female,120050,34,Groceries,Platinum,12,2
30676,35,Female,69507,47,Fashion,Silver,7,2
30677,35,Male,136552,19,Electronics,Silver,8,4
30678,55,Male,120633,30,Electronics,Basic,5,2
30679,67,Female,47265,34,Groceries,Platinum,12,3
30680,60,Female,99298,52,Groceries,Gold,10,1
30681,49,Male,72443,62,Home Decor,Basic,12,3
30682,24,Female,130636,85,Fashion,Gold,10,5
30683,40,Male,59227,67,Electronics,Gold,6,4
30684,40,Female,107955,97,Home Decor,Basic,10,1
30685,63,Female,91186,81,Fashion,Gold,8,4
30686,35,Female,137458,34,Groceries,Silver,9,1
30687,24,Male,24200,55,Books,Basic,11,5
30688,59,Female,85316,98,Books,Gold,5,4
30689,57,Male,101550,83,Home Decor,Platinum,11,3
30690,41,Male,76442,1,Books,Basic,5,4
30691,31,Male,55304,71,Home Decor,Gold,14,3
30692,67,Male,109285,59,Electronics,Gold,15,5
30693,22,Female,102793,86,Groceries,Gold,14,3
30694,63,Male,28439,33,Books,Gold,12,2
30695,39,Male,43360,37,Groceries,Gold,10,5
30696,39,Male,39724,50,Electronics,Basic,13,2
30697,27,Male,69719,70,Electronics,Basic,9,1
30698,43,Female,148880,3,Electronics,Platinum,9,2
30699,32,Male,34445,35,Fashion,Gold,8,2
30700,55,Male,147160,16,Groceries,Silver,9,5
30701,58,Male,115234,47,Electronics,Gold,10,1
30702,59,Male,42316,90,Electronics,Basic,11,4
30703,66,Female,77080,34,Fashion,Basic,6,2
30704,18,Male,21351,35,Groceries,Basic,11,4
30705,31,Female,68342,64,Home Decor,Silver,13,5
30706,53,Male,128187,41,Fashion,Silver,12,5
30707,48,Female,43840,46,Groceries,Silver,10,1
30708,45,Male,149398,5,Books,Basic,9,2
30709,51,Male,89473,60,Electronics,Basic,9,4
30710,52,Male,32385,54,Fashion,Basic,16,4
30711,56,Male,111416,50,Home Decor,Basic,8,2
30712,40,Female,77149,18,Fashion,Gold,9,4
30713,63,Male,44424,49,Groceries,Silver,10,2
30714,61,Female,71067,41,Groceries,Gold,11,2
30715,36,Male,137568,24,Fashion,Platinum,11,3
30716,35,Male,24842,30,Fashion,Silver,14,2
30717,32,Female,141414,15,Electronics,Gold,6,1
30718,18,Male,125588,82,Books,Gold,10,2
30719,42,Female,106949,16,Home Decor,Gold,8,2
30720,43,Male,32443,18,Home Decor,Basic,9,3
30721,52,Male,57200,91,Electronics,Gold,10,1
30722,32,Female,42885,1,Groceries,Basic,19,5
30723,21,Male,26010,11,Home Decor,Basic,10,2
30724,32,Female,54927,39,Electronics,Gold,13,4
30725,59,Male,42557,74,Books,Basic,12,2
30726,55,Male,81056,9,Groceries,Platinum,5,1
30727,62,Female,40443,39,Fashion,Gold,13,3
30728,56,Male,83587,17,Books,Silver,10,5
30729,18,Male,79793,99,Home Decor,Platinum,6,1
30730,39,Female,130977,35,Electronics,Silver,8,2
30731,28,Female,68736,74,Fashion,Platinum,9,1
30732,63,Male,122726,33,Home Decor,Basic,9,5
30733,55,Female,42639,79,Home Decor,Platinum,7,3
30734,54,Female,29964,53,Fashion,Gold,8,1
30735,68,Female,81498,64,Electronics,Basic,10,1
30736,43,Male,121297,73,Groceries,Gold,8,4
30737,68,Male,98822,73,Home Decor,Gold,13,5
30738,44,Male,102193,27,Books,Basic,10,1
30739,30,Female,29478,22,Home Decor,Basic,14,2
30740,24,Male,87772,42,Home Decor,Basic,13,4
30741,25,Male,122781,53,Home Decor,Platinum,11,4
30742,63,Male,103651,96,Books,Platinum,7,4
30743,68,Male,149656,81,Electronics,Platinum,9,3
30744,68,Male,23728,65,Home Decor,Gold,8,4
30745,40,Female,60530,46,Home Decor,Basic,11,1
30746,43,Female,114916,14,Fashion,Basic,5,3
30747,61,Female,72582,31,Home Decor,Gold,12,1
30748,44,Male,49878,72,Home Decor,Gold,4,3
30749,26,Female,41733,13,Groceries,Platinum,7,2
30750,63,Male,117252,5,Groceries,Silver,12,5
30751,55,Female,120364,28,Fashion,Basic,12,2
30752,64,Male,93675,4,Electronics,Silver,17,1
30753,30,Male,127620,29,Home Decor,Gold,14,3
30754,24,Female,136163,75,Electronics,Platinum,16,2
30755,28,Female,33016,32,Home Decor,Silver,13,4
30756,27,Female,32766,43,Electronics,Basic,9,5
30757,50,Female,91463,14,Books,Basic,7,3
30758,56,Male,106158,63,Home Decor,Platinum,12,3
30759,67,Male,122427,3,Groceries,Silver,7,5
30760,20,Male,67544,71,Electronics,Basic,8,1
30761,58,Female,117471,92,Fashion,Basic,13,5
30762,46,Male,42262,46,Books,Basic,15,2
30763,54,Male,86762,97,Groceries,Gold,4,2
30764,62,Male,110332,82,Books,Basic,10,4
30765,33,Male,44698,93,Books,Gold,7,5
30766,33,Female,25252,85,Electronics,Gold,14,5
30767,61,Female,96605,34,Electronics,Gold,11,1
30768,67,Female,149258,95,Home Decor,Silver,7,3
30769,60,Female,54985,44,Books,Basic,6,1
30770,66,Male,148833,14,Home Decor,Platinum,11,5
30771,24,Male,129587,18,Books,Silver,12,1
30772,32,Female,42101,45,Books,Gold,8,2
30773,55,Female,87495,45,Home Decor,Platinum,14,3
30774,23,Female,115130,90,Groceries,Gold,10,2
30775,35,Male,33204,25,Home Decor,Platinum,7,5
30776,36,Female,26776,54,Fashion,Platinum,16,2
30777,69,Male,29491,2,Fashion,Basic,10,5
30778,68,Male,21823,33,Fashion,Gold,10,5
30779,19,Female,79061,44,Fashion,Basic,9,5
30780,20,Female,100931,86,Groceries,Silver,5,3
30781,63,Female,42517,43,Fashion,Gold,9,5
30782,42,Female,62937,59,Groceries,Gold,9,4
30783,53,Female,52879,40,Groceries,Platinum,11,2
30784,66,Female,24973,85,Home Decor,Silver,10,3
30785,45,Male,50274,56,Electronics,Platinum,5,1
30786,55,Female,139802,2,Fashion,Silver,11,4
30787,45,Female,107239,95,Electronics,Gold,10,1
30788,49,Male,85053,6,Fashion,Platinum,11,5
30789,68,Male,100579,54,Electronics,Basic,7,1
30790,58,Male,96934,70,Electronics,Gold,10,3
30791,53,Female,145049,93,Groceries,Basic,16,3
30792,56,Male,115895,23,Fashion,Platinum,13,5
30793,53,Male,146216,58,Fashion,Gold,5,5
30794,60,Female,98113,98,Fashion,Basic,12,4
30795,40,Female,85506,7,Electronics,Platinum,8,1
30796,19,Male,133352,5,Home Decor,Silver,11,3
30797,27,Female,72790,47,Fashion,Platinum,13,5
30798,23,Female,65926,48,Groceries,Basic,7,1
30799,25,Female,118931,94,Electronics,Basic,10,5
30800,32,Male,113774,3,Electronics,Silver,15,1
30801,62,Female,55184,79,Groceries,Silver,7,5
30802,46,Female,50219,72,Books,Basic,14,3
30803,45,Male,120855,31,Books,Platinum,5,1
30804,39,Male,128601,23,Home Decor,Silver,4,2
30805,51,Male,113688,80,Home Decor,Silver,8,4
30806,37,Male,95772,79,Books,Basic,14,5
30807,50,Female,28634,90,Books,Gold,15,2
30808,32,Female,39011,49,Electronics,Basic,10,5
30809,24,Female,35120,37,Books,Silver,10,2
30810,41,Female,109288,93,Home Decor,Platinum,6,3
30811,43,Female,149758,19,Books,Basic,7,4
30812,67,Female,83901,73,Groceries,Gold,8,4
30813,27,Female,59668,32,Books,Basic,8,3
30814,32,Male,26590,62,Home Decor,Silver,10,1
30815,54,Female,139229,20,Fashion,Platinum,9,5
30816,41,Female,89565,60,Home Decor,Silver,10,5
30817,28,Male,48389,11,Books,Platinum,6,5
30818,57,Female,35889,34,Electronics,Platinum,12,3
30819,38,Male,61364,96,Electronics,Platinum,10,1
30820,57,Male,137968,53,Groceries,Basic,5,1
30821,55,Female,30914,49,Electronics,Silver,11,5
30822,32,Male,72624,65,Books,Silver,6,1
30823,32,Female,127472,39,Fashion,Basic,9,3
30824,54,Male,108664,96,Fashion,Basic,10,1
30825,62,Male,25301,68,Electronics,Silver,12,1
30826,31,Female,88556,54,Books,Gold,9,5
30827,60,Female,71351,68,Electronics,Gold,14,1
30828,69,Male,76334,23,Home Decor,Silver,8,3
30829,38,Male,32628,63,Groceries,Platinum,10,5
30830,61,Female,138011,57,Home Decor,Silver,10,2
30831,37,Female,86123,89,Fashion,Silver,7,4
30832,50,Male,49197,36,Home Decor,Platinum,9,5
30833,20,Female,60622,52,Fashion,Platinum,11,2
30834,57,Male,78733,99,Groceries,Platinum,6,3
30835,40,Female,96891,19,Groceries,Platinum,11,5
30836,61,Female,129784,21,Fashion,Gold,7,3
30837,64,Male,30331,84,Books,Silver,10,4
30838,40,Female,56126,79,Electronics,Basic,11,5
30839,44,Male,108163,44,Groceries,Basic,12,2
30840,52,Male,44527,32,Groceries,Basic,11,2
30841,42,Male,33369,33,Electronics,Gold,12,1
30842,49,Male,140487,60,Groceries,Basic,8,1
30843,39,Female,21469,69,Groceries,Gold,5,4
30844,25,Female,72405,6,Books,Platinum,10,4
30845,68,Male,78876,98,Home Decor,Platinum,12,4
30846,69,Female,84187,1,Home Decor,Silver,4,3
30847,55,Female,65916,15,Electronics,Gold,10,1
30848,35,Female,117674,57,Fashion,Silver,10,5
30849,45,Female,59933,1,Electronics,Gold,5,1
30850,45,Female,80569,19,Groceries,Silver,10,4
30851,28,Female,81210,22,Home Decor,Platinum,7,4
30852,29,Male,60221,26,Home Decor,Basic,6,5
30853,19,Female,123220,6,Fashion,Silver,9,1
30854,54,Female,146244,60,Home Decor,Silver,12,3
30855,21,Male,123170,55,Electronics,Platinum,11,5
30856,58,Male,122131,66,Fashion,Basic,6,5
30857,62,Male,114281,47,Books,Gold,13,3
30858,62,Female,96127,46,Electronics,Gold,7,1
30859,64,Male,136804,99,Groceries,Basic,13,2
30860,51,Male,34984,50,Books,Silver,9,1
30861,40,Female,142009,77,Home Decor,Silver,4,5
30862,30,Male,49090,21,Home Decor,Silver,10,4
30863,24,Female,59236,26,Fashion,Gold,8,5
30864,49,Female,23919,4,Books,Platinum,8,5
30865,40,Female,78828,99,Groceries,Gold,7,1
30866,66,Female,47357,68,Home Decor,Platinum,12,4
30867,25,Female,105130,53,Electronics,Silver,7,1
30868,67,Female,68248,29,Home Decor,Silver,11,3
30869,64,Female,105917,24,Fashion,Platinum,6,2
30870,64,Female,66960,61,Groceries,Silver,14,1
30871,54,Male,37300,87,Groceries,Platinum,13,4
30872,51,Male,54051,66,Home Decor,Platinum,8,2
30873,65,Female,140976,56,Books,Gold,10,4
30874,46,Female,49664,10,Books,Platinum,8,1
30875,54,Female,62486,69,Books,Basic,15,4
30876,40,Female,48603,54,Groceries,Gold,11,5
30877,55,Female,91326,20,Electronics,Silver,15,1
30878,46,Male,74789,67,Groceries,Platinum,7,3
30879,61,Male,25856,38,Groceries,Basic,7,3
30880,22,Female,138899,100,Home Decor,Gold,15,2
30881,69,Male,88134,100,Home Decor,Gold,7,3
30882,57,Male,27274,16,Books,Silver,7,4
30883,28,Female,39061,54,Groceries,Platinum,7,3
30884,31,Female,20041,3,Groceries,Basic,13,2
30885,66,Female,33105,64,Fashion,Basic,11,5
30886,59,Male,49210,93,Home Decor,Silver,9,5
30887,19,Female,115448,28,Fashion,Basic,5,4
30888,52,Female,52361,58,Groceries,Gold,10,4
30889,62,Female,108146,30,Electronics,Platinum,7,3
30890,66,Male,40353,42,Fashion,Basic,9,4
30891,52,Male,129888,65,Home Decor,Basic,16,5
30892,59,Female,73517,75,Groceries,Gold,9,1
30893,45,Female,32395,72,Fashion,Gold,11,3
30894,25,Male,139822,26,Home Decor,Gold,10,5
30895,49,Male,53714,55,Groceries,Silver,8,5
30896,21,Female,39093,57,Groceries,Gold,9,3
30897,62,Female,93529,80,Fashion,Silver,9,2
30898,24,Male,64880,91,Fashion,Basic,12,4
30899,56,Male,26845,92,Home Decor,Gold,17,2
30900,65,Male,37329,13,Electronics,Basic,14,4
30901,44,Male,88264,41,Fashion,Silver,6,5
30902,54,Male,135487,97,Home Decor,Basic,11,3
30903,34,Female,22208,81,Groceries,Silver,8,3
30904,27,Female,99296,97,Home Decor,Basic,13,3
30905,21,Female,25928,48,Fashion,Basic,8,2
30906,40,Male,28274,85,Books,Silver,7,3
30907,31,Female,76933,45,Fashion,Gold,7,3
30908,22,Female,42642,80,Home Decor,Platinum,15,1
30909,19,Female,43793,7,Books,Basic,4,2
30910,63,Female,52826,31,Fashion,Gold,5,3
30911,41,Male,91778,90,Electronics,Gold,10,4
30912,35,Female,51161,80,Books,Silver,13,4
30913,44,Male,68515,80,Home Decor,Platinum,10,5
30914,41,Female,39530,86,Books,Basic,9,1
30915,46,Male,97040,47,Books,Gold,14,1
30916,28,Female,59426,17,Home Decor,Silver,11,2
30917,65,Female,124822,32,Electronics,Silver,9,4
30918,35,Male,116321,25,Home Decor,Gold,18,4
30919,65,Male,53782,88,Books,Gold,5,1
30920,21,Male,110915,38,Home Decor,Gold,11,4
30921,50,Male,56502,57,Groceries,Silver,10,4
30922,31,Female,57770,9,Home Decor,Basic,15,4
30923,61,Female,92866,68,Electronics,Gold,3,1
30924,59,Male,42774,95,Home Decor,Gold,12,5
30925,49,Female,123161,70,Groceries,Basic,15,4
30926,68,Female,56124,93,Groceries,Basic,17,3
30927,21,Female,102236,45,Books,Basic,9,5
30928,37,Male,132829,65,Home Decor,Gold,12,1
30929,38,Female,97830,9,Home Decor,Gold,13,2
30930,20,Female,60466,65,Electronics,Basic,5,5
30931,42,Male,83813,66,Home Decor,Gold,10,5
30932,21,Male,138872,69,Fashion,Basic,8,4
30933,64,Female,53487,30,Groceries,Basic,11,2
30934,28,Female,37274,100,Electronics,Platinum,4,4
30935,33,Male,86365,11,Electronics,Silver,12,3
30936,53,Female,137014,18,Books,Gold,10,1
30937,23,Male,88404,34,Home Decor,Basic,8,4
30938,48,Female,124330,48,Home Decor,Basic,10,5
30939,57,Male,23936,6,Home Decor,Gold,9,5
30940,30,Male,106087,25,Books,Platinum,16,3
30941,40,Female,31747,25,Home Decor,Platinum,10,4
30942,69,Male,97306,72,Home Decor,Basic,7,3
30943,21,Female,106897,89,Groceries,Gold,11,3
30944,54,Female,110328,19,Home Decor,Silver,11,4
30945,59,Female,23618,62,Electronics,Silver,11,5
30946,54,Female,95660,33,Home Decor,Platinum,16,5
30947,61,Female,52197,38,Fashion,Basic,11,3
30948,50,Male,108034,54,Fashion,Gold,10,5
30949,59,Female,52877,27,Fashion,Gold,7,5
30950,46,Female,127324,94,Groceries,Basic,7,1
30951,54,Female,74438,95,Fashion,Gold,8,5
30952,36,Male,88081,33,Fashion,Gold,14,4
30953,68,Male,57443,90,Books,Basic,9,1
30954,37,Male,41228,50,Fashion,Platinum,11,4
30955,49,Male,67530,16,Fashion,Gold,10,4
30956,61,Female,22431,51,Home Decor,Silver,8,1
30957,33,Female,134089,26,Electronics,Silver,7,5
30958,22,Male,124207,50,Electronics,Silver,16,2
30959,66,Male,136600,31,Fashion,Gold,9,2
30960,63,Male,114474,61,Home Decor,Silver,8,1
30961,29,Male,114807,95,Fashion,Platinum,8,4
30962,62,Female,113901,35,Electronics,Basic,11,3
30963,38,Male,134023,68,Fashion,Platinum,12,2
30964,31,Female,21086,8,Fashion,Silver,12,1
30965,54,Female,112103,70,Electronics,Gold,8,2
30966,39,Male,147350,80,Fashion,Gold,13,2
30967,47,Female,86013,16,Books,Platinum,8,4
30968,40,Female,137022,49,Books,Gold,12,3
30969,22,Male,34789,78,Books,Silver,6,4
30970,46,Female,141111,6,Home Decor,Basic,14,1
30971,47,Male,27862,61,Electronics,Gold,14,5
30972,35,Male,64928,82,Books,Gold,11,1
30973,63,Male,51653,54,Home Decor,Basic,7,4
30974,67,Female,146463,54,Fashion,Silver,8,3
30975,69,Female,114135,96,Home Decor,Platinum,13,3
30976,18,Male,148685,44,Books,Silver,5,1
30977,56,Male,41972,33,Electronics,Silver,9,2
30978,34,Female,128677,32,Books,Gold,13,2
30979,20,Female,130414,79,Books,Gold,8,3
30980,59,Male,141759,100,Fashion,Silver,7,5
30981,24,Female,143729,26,Books,Silver,11,3
30982,44,Female,29070,95,Groceries,Basic,7,3
30983,45,Female,33151,3,Home Decor,Gold,7,5
30984,61,Female,108715,100,Electronics,Platinum,10,2
30985,48,Female,97770,92,Books,Silver,9,4
30986,32,Male,108097,94,Home Decor,Basic,11,5
30987,65,Male,134753,35,Fashion,Platinum,12,1
30988,25,Male,38603,26,Home Decor,Platinum,12,3
30989,23,Male,54645,71,Electronics,Gold,12,4
30990,45,Male,65588,66,Fashion,Platinum,14,5
30991,21,Male,100581,29,Electronics,Gold,12,1
30992,47,Female,107045,45,Home Decor,Silver,12,5
30993,60,Female,124203,21,Groceries,Basic,8,5
30994,34,Male,140451,68,Groceries,Basic,13,5
30995,51,Female,116774,100,Fashion,Silver,12,1
30996,23,Male,137323,14,Home Decor,Gold,13,2
30997,53,Male,61693,70,Fashion,Basic,9,1
30998,52,Male,123240,83,Home Decor,Silver,9,3
30999,56,Female,95270,61,Books,Gold,10,5
31000,56,Female,69391,10,Books,Silver,7,2
31001,33,Female,123470,7,Electronics,Silver,8,1
31002,19,Female,94517,62,Electronics,Basic,13,3
31003,25,Male,118458,90,Home Decor,Basic,7,2
31004,32,Female,112411,45,Groceries,Silver,13,2
31005,44,Female,50434,32,Electronics,Basic,9,2
31006,33,Female,95301,52,Groceries,Basic,12,3
31007,18,Male,43639,80,Electronics,Silver,8,2
31008,27,Male,126765,25,Electronics,Silver,9,3
31009,24,Female,62663,88,Electronics,Silver,14,5
31010,65,Female,26499,41,Electronics,Silver,10,3
31011,27,Female,29932,88,Home Decor,Gold,12,3
31012,29,Male,24708,45,Fashion,Silver,9,1
31013,34,Female,66195,2,Electronics,Silver,9,1
31014,62,Male,114257,4,Home Decor,Silver,15,5
31015,29,Male,98282,90,Electronics,Basic,7,2
31016,32,Female,22079,10,Books,Basic,10,3
31017,63,Male,140644,97,Groceries,Platinum,14,3
31018,68,Female,125680,100,Books,Basic,7,4
31019,49,Female,146145,80,Groceries,Silver,11,3
31020,49,Female,82431,21,Books,Silver,8,2
31021,68,Female,70262,5,Electronics,Gold,12,2
31022,43,Male,87844,45,Fashion,Silver,13,5
31023,31,Female,47257,48,Groceries,Gold,9,4
31024,67,Female,110919,6,Books,Basic,5,2
31025,43,Male,50373,26,Fashion,Gold,10,3
31026,22,Male,121319,19,Electronics,Platinum,8,1
31027,69,Female,22522,50,Fashion,Basic,11,4
31028,55,Male,86301,43,Electronics,Basic,10,2
31029,67,Female,90845,79,Groceries,Gold,12,1
31030,63,Female,135969,23,Fashion,Gold,3,2
31031,21,Female,143687,41,Books,Silver,10,5
31032,45,Male,77848,83,Home Decor,Gold,8,3
31033,18,Female,141335,14,Groceries,Silver,13,1
31034,30,Male,94310,18,Home Decor,Silver,10,1
31035,60,Male,148231,21,Books,Platinum,9,1
31036,20,Female,102353,89,Electronics,Gold,11,2
31037,66,Female,77749,67,Electronics,Gold,13,3
31038,67,Female,135590,81,Groceries,Platinum,8,5
31039,42,Male,144796,15,Books,Platinum,7,5
31040,59,Male,43022,14,Groceries,Basic,9,5
31041,33,Female,101480,99,Electronics,Basic,15,5
31042,38,Male,68365,36,Books,Silver,13,3
31043,30,Male,27930,15,Fashion,Platinum,11,3
31044,69,Male,44940,86,Home Decor,Silver,8,1
31045,61,Female,80834,77,Groceries,Platinum,4,1
31046,53,Female,109445,16,Home Decor,Basic,16,2
31047,25,Male,66103,17,Fashion,Platinum,14,4
31048,61,Male,79555,81,Electronics,Silver,6,4
31049,36,Female,92500,6,Books,Basic,20,2
31050,64,Male,38641,37,Fashion,Platinum,11,3
31051,33,Male,92298,28,Home Decor,Silver,10,5
31052,29,Female,45497,88,Fashion,Basic,12,3
31053,37,Female,91910,72,Electronics,Basic,7,1
31054,35,Female,56302,24,Fashion,Gold,16,3
31055,29,Male,112471,68,Fashion,Silver,4,5
31056,65,Female,103797,96,Groceries,Gold,16,5
